183,170,66
85,140,95
109,149,139
113,146,112
121,187,251
136,178,119
120,148,146
141,131,145
128,118,114
127,172,239
108,189,94
146,130,122
103,115,61
122,112,62
111,129,242
146,159,84
108,169,268
119,108,199
113,164,75
134,108,47
150,153,167
125,128,116
123,145,45
111,169,215
112,135,300
131,150,162
114,107,171
119,125,288
107,169,272
146,114,226
